House_ID,Date_Sold,City,Area_sqft,Bedrooms,Bathrooms,Garage,Year_Built,Price,Owner_Name,Contact,Email,Property_Type,Furnished,Floor_No,Total_Floors,Latitude,Longitude,Loan_Status,Registration_Price,Notes
H1581,08/12/22,Bhubaneswar,1727,1,1,No,2028,5.9M,Arun,9906635401,arun@gmail,APT,N,3,2,19.6156,85.8423,Rejected,6748362,
H5467,2024-04-22,Khordha,1742,3,2,Yes,2028,2349741,Arun,98765abcde,arun@gmail,Apartment,N,3,5,19.8533,85.7435,Approved,9646759,
H1672,03/04/20,Puri,3888,1,4,No,2009,12824915,Pooja,8132786480,pooja#gmail.com,Apartment,No,3,13,20.2623,85.9799,Rejected,10990857,
H0114,2022-07-26,Bhubaneswar,3015,1,2,Yes,2028,8011618,Amit,98765abcde,amit@gmail.com,APT,N,2,11,20.0477,85.5433,Approved,4227577,
H0159,2022-07-28,BBSR,1623 sqft,Two,4,Yes,1982,2149168,Unknown,0000000000,unknown@gmail,Flat,N,Ground,1,19.5453,86.2269,Pending,2628267,
H4365,2021/01/29,Puri,3778,3,1,N,2028,9357800,Vikas,98765abcde,vikas@gmail.com,Flat,Yes,Ground,4,20.0713,85.9809,Rejected,11044083,Old house
H1609,2023-05-26,BBSR,1840,1,4,N,2005,3.7M,Unknown,98765abcde,unknown@gmail,House,Y,3,9,19.9689,86.3584,Pending,13639319,Suspicious price
H5750,2022/08/10,Khordha,3483,Three,3,N,2028,9322750,Sunita,98765abcde,sunita@gmail,APT,N,Ground,14,19.8786,85.7689,Rejected,2399442,Good property
H0422,2025-03-14,Puri,880,4,3,Yes,1980,4.5M,Meena,98765abcde,meena@gmail,Villa,Yes,G,9,19.7234,85.6341,Approved,14185613,Suspicious price
H2002,04/01/21,Cuttack,3885,2,3,Yes,2019,13.2M,Unknown,8732526243,unknown@gmail,House,Yes,Ground,13,19.8259,85.9372,Approved,8312904,
H4993,2024-01-24,BBSR,1067 sqft,4,3,Y,1983,14.6M,Sunita,7512482239,sunita@gmail.com,Apartment,No,3,3,19.6779,85.8944,Approved,10195860,Old house
H5480,2023/06/20,BBSR,2743,1,3,N,2005,7.4M,Pooja,0000000000,pooja@yahoo.com,APT,No,Ground,12,20.093,86.3724,Pending,8315764,
H4841,13/11/24,Bhubaneshwar,1039,Two,1,YES,1989,2155957,Rajesh,98765abcde,rajesh@gmail,Villa,Yes,Ground,13,20.4779,86.386,Rejected,5279801,Good property
H2342,2022/07/27,BBSR,3327,2,2,N,2028,7759733,Pooja,8508713119,pooja@gmail,APT,No,1,13,20.03,85.8413,Rejected,9371765,
H2852,22/05/25,Cuttack,3414 sqft,4,1,N,1981,3754976,Rajesh,8252416554,rajesh@outlook.com,Apartment,Y,G,14,19.7269,86.0781,Pending,11403705,
H6876,2023-11-18,Puri,2235 sqft,Two,1,N,1999,12677770,Sunita,98765abcde,sunita@gmail.com,Villa,N,Ground,10,19.568,86.377,Approved,6764947,Suspicious price
H4579,2022/02/20,Bhubaneswar,2072,3,4,YES,2028,5017611,Rajesh,98765abcde,rajesh#gmail.com,Villa,No,3,13,20.3763,86.4214,Rejected,5329514,
H3422,2023/01/30,Puri,2491,3,2,Yes,2014,14.2M,Vikas,0000000000,vikas@gmail,Flat,No,G,8,20.0765,86.2724,Rejected,8236331,
H5855,2020/09/30,Puri,619,2,3,YES,2028,7.3M,Rakesh,98765abcde,rakesh@gmail,Apartment,Y,1,11,20.4772,85.5383,Approved,8664896,Good property
H0074,01/01/25,Puri,2281,1,1,Yes,2028,2054856,Rajesh,0000000000,rajesh#gmail.com,Flat,N,0,7,20.403,85.851,Approved,2158752,Old house
H4699,2025/03/03,Bhubaneshwar,3925 sqft,2,4,Y,2028,9773792,Sunita,98765abcde,sunita@gmail,House,Y,Ground,15,20.3819,86.2541,Pending,7469232,Good property
H4705,30/08/21,Puri,3874,1,2,YES,2028,13257873,Unknown,98765abcde,unknown@yahoo.com,Villa,No,G,12,19.8563,86.0191,Approved,10424645,Good property
H5563,2020-11-25,Bhubaneswar,1778,2,3,YES,1982,12958856,Unknown,8245033297,unknown#gmail.com,House,Yes,Ground,8,20.0434,86.3852,Approved,6386747,Suspicious price
H4057,2023/04/16,Cuttack,3207,1,4,Yes,1995,12914120,Rajesh,98765abcde,rajesh#gmail.com,Villa,N,Ground,9,19.9764,86.2561,Approved,4687840,
H7186,2025/02/27,Bhubaneshwar,1747,Three,3,Y,2028,14493652,Sunita,8894467948,sunita@gmail,APT,Y,G,11,19.5711,86.4324,Pending,4040806,Old house
H2744,2023/11/08,Puri,2718 sqft,2,1,N,2028,9939623,Pooja,0000000000,pooja@gmail.com,Apartment,N,1,7,19.5619,86.4399,Rejected,13446524,Old house
H0580,01/12/24,Puri,732,3,3,Y,2002,14.1M,Vikas,9071423015,vikas#gmail.com,Flat,Yes,0,14,19.9227,86.4188,Pending,12021157,Suspicious price
H1330,2022/12/10,BBSR,3757,Three,3,N,1986,5.5M,Rakesh,0000000000,rakesh@gmail,Flat,No,Ground,9,19.5884,85.9887,Pending,11916022,Old house
H3140,17/04/24,Cuttack,2801,Three,2,Y,2028,8820246,Arun,98765abcde,arun#gmail.com,APT,Yes,1,2,19.8237,85.7786,Approved,9100127,Suspicious price
H5369,2025-05-10,Bhubaneswar,1389,3,3,Y,2009,10365895,Vikas,98765abcde,vikas@gmail,House,N,2,2,19.6047,85.7852,Rejected,6187458,
H5879,2022-03-25,Khordha,2818,3,3,No,2028,13494355,Sunita,98765abcde,sunita@gmail,APT,Y,2,10,19.8638,86.1963,Pending,3317757,Old house
H0317,18/07/22,Bhubaneswar,2581,3,1,Y,2028,4.3M,Arun,0000000000,arun@gmail,Villa,No,G,11,19.559,86.2855,Approved,3999918,
H3529,2021/11/21,BBSR,1030,4,3,N,2016,12.7M,Rakesh,0000000000,rakesh@gmail,Apartment,Yes,2,6,20.286,86.3583,Approved,2933313,Suspicious price
H7589,19/12/22,BBSR,3787,Three,2,Yes,2028,12863138,Unknown,98765abcde,unknown#gmail.com,Flat,No,3,2,20.4262,85.6593,Rejected,11222735,
H7583,2021-05-16,Bhubaneswar,3498 sqft,3,3,Yes,2028,14916651,Vikas,98765abcde,vikas@gmail.com,APT,No,1,14,20.0189,85.635,Pending,10142673,
H0927,27/03/24,Bhubaneshwar,3280,Two,3,YES,2028,4685083,Arun,8171698434,arun#gmail.com,APT,Yes,G,6,20.046,86.3279,Rejected,12708435,Old house
H1757,25/05/22,Cuttack,694,4,3,YES,2028,2.6M,Pooja,98765abcde,pooja#gmail.com,APT,N,Ground,9,20.174,85.7352,Approved,10801944,Good property
H5222,2020-06-27,Khordha,1265,3,1,YES,2028,11.5M,Arun,0000000000,arun@gmail,Flat,Y,Ground,9,20.35,85.8412,Rejected,2542512,
H3360,2023/07/21,Bhubaneswar,1358 sqft,Three,1,Yes,2028,13977669,Arun,0000000000,arun@gmail,Flat,No,2,7,19.8793,86.0185,Rejected,14835723,
H7416,2020-12-04,Cuttack,536,4,4,No,2011,2.6M,Unknown,98765abcde,unknown@yahoo.com,Villa,N,0,11,19.64,85.9325,Approved,13276542,Good property
H5900,16/11/24,BBSR,2085,3,4,Yes,1988,6294335,Rakesh,98765abcde,rakesh@gmail,Villa,N,1,2,20.1636,85.7602,Approved,12746817,
H7153,2024/07/26,BBSR,3140,1,3,N,1983,2105395,Rakesh,98765abcde,rakesh@gmail.com,House,Yes,Ground,15,19.9108,85.6561,Rejected,4589542,Good property
H7806,2023/01/30,Bhubaneshwar,3544 sqft,1,1,No,2028,4445892,Pooja,0000000000,pooja#gmail.com,House,Y,2,7,19.6943,86.183,Pending,6834859,Good property
H6045,08/04/21,Bhubaneswar,2137,Three,1,N,2028,13480484,Meena,98765abcde,meena#gmail.com,Flat,No,Ground,3,19.7268,86.1769,Rejected,8914123,Suspicious price
H0878,08/09/21,Cuttack,804 sqft,1,4,No,2028,9484794,Unknown,7055313588,unknown@gmail,APT,N,G,14,20.1474,86.4107,Rejected,12036708,Old house
H1566,17/03/23,Bhubaneswar,2317,Two,3,No,2028,13754833,Meena,8638642053,meena@gmail,APT,N,0,9,19.5592,86.4712,Rejected,10855824,Good property
H6604,2023-07-17,Cuttack,922,Two,2,No,2028,14488854,Rakesh,8354594774,rakesh@gmail,House,N,2,13,20.37,85.6449,Approved,9645316,
H0074,18/04/22,Cuttack,3890 sqft,1,1,No,2028,10427295,Vikas,8036815763,vikas@yahoo.com,House,Yes,1,6,19.8407,86.096,Rejected,9306985,Old house
H3747,2022-08-11,Khordha,2517,Three,1,Y,2028,5102146,Amit,0000000000,amit@yahoo.com,House,Y,3,2,20.0572,85.9622,Pending,3471085,Suspicious price
H7218,2020/05/28,Bhubaneswar,1576,Two,1,YES,2017,9.2M,Rakesh,9227783288,rakesh@gmail,Flat,N,Ground,13,20.0106,86.2847,Approved,5564913,Old house
H3980,2024-03-10,Khordha,2277,4,4,Y,2028,8280947,Amit,7108018959,amit@gmail,Flat,N,2,10,20.4553,85.5858,Approved,11135471,
H5055,12/10/23,Bhubaneswar,1904 sqft,2,4,Yes,2028,9204492,Arun,8505175632,arun@gmail,House,No,3,1,19.7408,86.2413,Approved,6977174,
H5015,29/04/21,Bhubaneswar,1752,Three,4,No,2028,2.3M,Pooja,0000000000,pooja#gmail.com,House,No,3,8,19.8689,85.8033,Pending,12126448,
H6960,2022/08/08,Bhubaneswar,840,3,3,No,2028,5448576,Amit,9579774036,amit@yahoo.com,Villa,Yes,Ground,8,20.4095,85.9163,Approved,10863259,Good property
H3832,2021/02/21,Cuttack,2119,1,4,N,2028,6031909,Rajesh,0000000000,rajesh@yahoo.com,Villa,No,2,5,20.1396,85.9379,Approved,12399434,
H3668,2023-09-15,Bhubaneswar,1656,2,2,No,2019,8160042,Amit,0000000000,amit#gmail.com,Apartment,N,3,1,19.6207,86.4243,Pending,7794437,Old house
H4310,2021-12-25,Bhubaneswar,1918,Two,1,N,2023,13303749,Vikas,0000000000,vikas@outlook.com,APT,N,G,13,19.9836,86.1584,Approved,12729743,Good property
H1539,2020-02-06,Khordha,3754,1,4,YES,2018,10.3M,Vikas,98765abcde,vikas@outlook.com,Apartment,N,G,9,19.9529,86.3285,Approved,11671458,Good property
H6643,2021/02/09,Bhubaneswar,3318,1,4,N,1982,6526521,Vikas,0000000000,vikas@gmail,Apartment,Yes,Ground,4,19.8303,85.95,Approved,10133735,Good property
H7371,2020-01-21,Puri,3478,Three,1,N,2008,2955710,Amit,7620742389,amit#gmail.com,APT,Y,1,11,19.6968,86.1092,Rejected,14983057,
H1427,2025-03-04,Puri,1738,Three,2,YES,2024,5.7M,Pooja,0000000000,pooja@gmail,House,Yes,2,14,20.1494,86.1982,Rejected,6423227,Old house
H4068,2020/01/25,Puri,3453,4,1,N,2028,8.4M,Sunita,0000000000,sunita@gmail,Flat,No,2,11,20.2763,86.0123,Approved,9643444,Good property
H6399,2023-10-22,Khordha,3612,1,2,No,2028,13836518,Pooja,8343721468,pooja@gmail.com,APT,Yes,0,7,19.7363,86.4895,Rejected,14955817,Suspicious price
H4558,11/11/24,Puri,2347 sqft,3,2,Yes,2028,13108488,Rakesh,0000000000,rakesh@gmail.com,Flat,N,Ground,10,19.6306,86.3754,Approved,12680785,
H3801,2020-09-23,Khordha,1738,1,1,Yes,1991,12156566,Rajesh,98765abcde,rajesh#gmail.com,Villa,N,Ground,10,20.419,86.1316,Pending,14420396,Old house
H4968,2023-09-12,Cuttack,762,2,3,Y,1991,3.8M,Unknown,7934443279,unknown@gmail.com,Flat,Yes,0,11,19.5503,86.232,Approved,12423620,Old house
H3076,2021-01-23,BBSR,-2942,4,2,Yes,1990,14914895,Rajesh,9984667128,rajesh#gmail.com,Villa,No,0,9,20.4875,85.5071,Rejected,4719737,
H6685,2021-06-28,Khordha,2465,3,2,Y,2028,4216112,Pooja,98765abcde,pooja#gmail.com,Villa,No,G,3,19.8253,85.9579,Approved,12187444,Suspicious price
H7406,21/09/22,Khordha,2745 sqft,1,2,No,2028,12334050,Vikas,8066064733,vikas@yahoo.com,Apartment,No,Ground,9,20.0609,86.1989,Pending,4713827,
H3015,2023-12-25,Puri,2392 sqft,Two,3,Yes,2028,8.9M,Sunita,98765abcde,sunita@yahoo.com,Apartment,No,0,1,20.3245,86.1417,Pending,6478655,
H7287,2023-12-23,Bhubaneshwar,1941,1,2,YES,2028,2250379,Meena,98765abcde,meena@gmail,House,Y,1,13,19.7317,86.3517,Rejected,6447056,Good property
H1108,2022/04/23,Khordha,3343,Three,4,YES,2028,4454885,Pooja,0000000000,pooja#gmail.com,Villa,Yes,2,11,19.991,85.9507,Approved,7670876,Old house
H6970,21/06/25,BBSR,2389,Three,2,No,2028,11715117,Pooja,8622954788,pooja@yahoo.com,APT,No,3,1,19.919,86.0004,Pending,10362586,Good property
H3459,2021-09-21,Khordha,3532,Two,4,Yes,2028,14697367,Arun,9184744095,arun@gmail.com,Flat,Y,G,13,20.0083,86.0632,Rejected,10554634,Good property
H0508,2023-01-01,Bhubaneshwar,2650,3,3,Yes,2024,5.0M,Unknown,0000000000,unknown#gmail.com,House,Yes,1,13,20.0563,86.2842,Approved,9952439,
H6078,2024-08-12,Puri,817 sqft,2,4,No,2028,14069872,Meena,98765abcde,meena@yahoo.com,Villa,N,G,11,20.0294,85.8341,Rejected,9460053,Good property
H7311,2024/04/26,Khordha,2471,Two,4,Yes,2007,5651609,Pooja,0000000000,pooja@gmail,Villa,N,G,4,19.6641,85.8854,Rejected,3836339,
H3416,2021/11/20,Puri,3021,2,1,YES,2023,13959356,Pooja,0000000000,pooja@gmail,APT,Yes,G,4,20.4215,85.643,Pending,12065234,Good property
H5944,2021/05/06,Bhubaneswar,1669,Two,2,Y,2028,14346746,Amit,0000000000,amit@gmail,Flat,Y,0,1,20.0272,86.2269,Rejected,12135969,
H1040,2021-12-15,Bhubaneswar,1291,Two,2,N,2028,11728435,Rajesh,0000000000,rajesh#gmail.com,Apartment,N,3,11,20.2274,85.5743,Rejected,10029939,Suspicious price
H2388,19/04/21,Khordha,937 sqft,3,2,YES,2028,3166509,Amit,98765abcde,amit@gmail,Apartment,Yes,3,1,19.536,85.6626,Pending,12429818,Suspicious price
H0110,2020-07-12,Cuttack,3982,Two,3,Yes,2028,2.6M,Rajesh,0000000000,rajesh@gmail.com,Apartment,N,0,8,20.4844,86.3146,Rejected,5071221,Old house
H7321,2023-11-24,Bhubaneshwar,2169,Three,4,Y,2021,6771383,Vikas,98765abcde,vikas@yahoo.com,House,Y,1,7,20.4941,86.2567,Rejected,14109019,Suspicious price
H6719,2023-05-23,Khordha,3077,1,1,YES,2028,5916005,Rakesh,7998307553,rakesh@gmail.com,Flat,N,G,1,19.9368,86.2904,Pending,7193742,Suspicious price
H7240,2024-06-04,Khordha,3553,4,1,Yes,1995,14270822,Unknown,8737858587,unknown#gmail.com,Apartment,No,Ground,8,19.8988,85.5524,Pending,6318090,Old house
H6939,2023-05-08,Bhubaneswar,3375,Three,1,Y,2028,11829286,Rajesh,0000000000,rajesh@gmail,Villa,No,2,8,19.7808,86.3168,Rejected,13090370,Old house
H0876,21/09/21,Bhubaneshwar,1688,2,3,N,2021,14058801,Arun,0000000000,arun#gmail.com,Flat,No,Ground,13,19.5591,86.3485,Approved,10309796,Suspicious price
H5061,2023-02-28,Bhubaneshwar,3986,1,4,YES,1986,7286471,Unknown,0000000000,unknown@yahoo.com,APT,Yes,G,5,20.0146,86.006,Approved,13073838,Suspicious price
H4884,2022-09-12,BBSR,2778,1,1,Yes,1997,3963027,Rajesh,98765abcde,rajesh#gmail.com,Villa,No,Ground,9,20.3371,85.7198,Pending,6312844,Suspicious price
H4932,11/07/23,Puri,962 sqft,Two,2,YES,2023,11.3M,Rajesh,8606332738,rajesh#gmail.com,APT,N,1,8,20.192,85.8332,Approved,14657633,Old house
H0231,2025/04/28,Puri,3933,3,4,No,2028,14208001,Pooja,7527531689,pooja@gmail,APT,No,Ground,8,19.6311,86.4162,Pending,13797879,Suspicious price
H1743,18/06/23,Cuttack,2581,Two,2,No,2009,9239979,Amit,8537725028,amit@gmail.com,House,Yes,G,15,19.7988,85.556,Approved,11367407,
H0021,2021-12-25,Bhubaneswar,1946,Two,2,Y,2022,7074896,Pooja,0000000000,pooja#gmail.com,Apartment,Y,0,12,19.9415,86.0207,Approved,9570823,Suspicious price
H0231,2024/05/04,Puri,1311,1,4,N,2002,12816161,Pooja,9547860016,pooja#gmail.com,Apartment,Y,G,3,19.8281,86.4329,Approved,6330789,Good property
H0565,2025/03/01,Bhubaneshwar,3477,Two,3,YES,2025,6688109,Sunita,98765abcde,sunita@yahoo.com,APT,No,2,10,19.8549,85.5755,Approved,11344111,Suspicious price
H6216,2020/10/18,Puri,1409,2,1,Yes,2007,11.0M,Meena,98765abcde,meena@gmail.com,Villa,No,2,10,19.5325,85.7023,Rejected,12727659,Old house
H6953,2020/02/16,Bhubaneshwar,1675 sqft,2,3,YES,1981,7693071,Arun,0000000000,arun@gmail,Flat,N,2,3,20.1398,85.8987,Rejected,8021674,Old house
H0365,21/09/23,BBSR,3616,3,2,Y,2028,11987424,Amit,8996794730,amit#gmail.com,Apartment,No,3,12,19.9859,86.0572,Rejected,12065429,
H3885,2022-03-07,Bhubaneswar,894,2,4,Y,2025,4062239,Sunita,98765abcde,sunita#gmail.com,Flat,Yes,Ground,14,19.7842,85.5502,Approved,3024043,
H2803,2025/03/17,Cuttack,2591,2,1,YES,1990,5884916,Meena,8294854655,meena@gmail,Flat,No,G,11,19.7528,86.2931,Approved,9005082,Old house
H6517,2023/01/17,Bhubaneshwar,3221,Three,2,YES,2011,12408349,Arun,7304721931,arun@gmail,Apartment,Y,3,6,19.7602,86.3932,Rejected,14852249,
H1421,2024-11-24,Cuttack,774,Two,1,No,2028,11463958,Amit,98765abcde,amit@outlook.com,Apartment,N,1,3,19.8225,86.3388,Approved,3274698,Suspicious price
H6669,2021/11/13,Bhubaneswar,2404,Two,2,YES,2016,8858028,Arun,9082218747,arun@gmail,Apartment,N,3,1,20.2273,85.993,Pending,7388939,
H3872,2023/03/28,BBSR,789,Two,2,YES,2028,2142703,Sunita,0000000000,sunita#gmail.com,Apartment,N,Ground,7,19.5824,85.9885,Approved,6388978,Good property
H6762,02/10/23,Khordha,2445,2,4,Y,1995,12161592,Unknown,98765abcde,unknown#gmail.com,APT,Y,Ground,5,20.4179,85.5238,Approved,2919148,
H5501,2024-06-23,Puri,3587,1,4,YES,2002,12.0M,Meena,7092424154,meena#gmail.com,House,No,1,1,19.8212,86.2857,Rejected,6740629,Old house
H6468,2023-02-12,BBSR,1525,3,2,YES,2028,8.3M,Amit,7485141130,amit#gmail.com,Flat,Yes,2,13,20.2566,86.172,Pending,7353255,Good property
H1985,2024/12/06,Puri,2903 sqft,Three,4,Y,2028,14.8M,Rajesh,0000000000,rajesh@yahoo.com,Apartment,Y,2,6,19.6367,86.3968,Approved,3846341,Suspicious price
H4667,11/04/23,Cuttack,1955,Two,1,Y,2028,11637651,Pooja,98765abcde,pooja@gmail,Flat,Y,0,11,20.1148,86.023,Pending,8764189,Good property
H7601,2024/11/09,Cuttack,735,Two,1,Yes,2006,11.2M,Pooja,0000000000,pooja#gmail.com,Villa,N,2,3,19.6152,86.3797,Approved,8164728,
H6556,05/07/23,Puri,1647,4,4,Y,2028,10856895,Amit,0000000000,amit@outlook.com,House,N,3,6,20.4425,86.1808,Rejected,3971912,Old house
H1093,2025/03/15,Khordha,586 sqft,1,2,No,2028,2.2M,Meena,8039245097,meena@gmail.com,House,Yes,2,3,20.1377,85.5338,Approved,10178649,
H1739,2021/03/25,Bhubaneshwar,1287,4,4,Yes,2018,6088898,Meena,9565645382,meena@outlook.com,Flat,No,0,4,20.0692,86.3861,Rejected,2597709,Old house
H5716,2020/10/30,Bhubaneswar,3283,Three,4,No,2006,6.0M,Arun,8739747358,arun@gmail.com,Villa,Yes,Ground,1,19.6889,86.4778,Rejected,5610286,
H3587,18/11/20,BBSR,3263,3,3,Yes,2028,12.4M,Rakesh,98765abcde,rakesh@outlook.com,House,Yes,1,9,20.3759,85.5068,Approved,11455329,Good property
H3837,2023-11-29,Bhubaneswar,2856,Three,1,No,2028,8784358,Arun,0000000000,arun@gmail.com,Apartment,N,3,12,20.2362,85.7829,Rejected,6332099,Old house
H0888,12/09/24,Bhubaneshwar,2342,3,2,Y,2014,5618200,Meena,9172134677,meena@gmail.com,House,Y,2,9,19.7728,85.7747,Pending,5174410,Old house
H1361,2021-06-23,Cuttack,942,1,2,Yes,2028,9237315,Vikas,8336112571,vikas#gmail.com,APT,N,2,6,19.7798,85.7111,Rejected,4983067,
H0461,2022-12-17,Cuttack,1807 sqft,Two,2,No,1994,9541250,Sunita,0000000000,sunita@gmail.com,Flat,Yes,G,13,19.6845,85.6455,Pending,14076688,Suspicious price
H0810,06/02/23,BBSR,1921,Three,3,YES,1990,4015027,Meena,7931927104,meena#gmail.com,APT,N,0,4,19.7913,86.3882,Rejected,9423449,Good property
H5975,10/07/20,Khordha,2013,Three,3,N,2028,5180016,Unknown,98765abcde,unknown#gmail.com,APT,No,Ground,5,20.1552,86.251,Rejected,7321665,Good property
H4840,2022-04-04,Cuttack,3327,Two,2,No,2028,4696865,Amit,98765abcde,amit#gmail.com,Apartment,Yes,1,9,19.582,86.4002,Approved,10219270,Good property
H2458,2021/08/16,Cuttack,2728,3,1,Y,1988,14.2M,Rajesh,0000000000,rajesh@gmail,Villa,Yes,G,2,19.9162,85.7275,Approved,9095784,
H4743,2022-11-19,Bhubaneswar,3902,4,4,No,1996,13510847,Meena,0000000000,meena#gmail.com,House,Y,G,13,19.8121,86.1658,Pending,7725051,Good property
H7385,2024/02/10,Puri,2577,4,3,Y,1986,8994002,Rakesh,0000000000,rakesh@gmail.com,APT,Y,1,6,20.338,85.5918,Pending,11044210,
H7453,2020-06-30,BBSR,2055,3,1,No,2028,7466400,Amit,98765abcde,amit@gmail,Villa,N,0,1,19.7889,86.1528,Pending,10470179,
H1504,2025/02/21,BBSR,1739,2,4,Yes,2028,4276975,Vikas,0000000000,vikas#gmail.com,House,N,0,9,19.6839,85.5652,Pending,2174803,
H2239,14/08/22,BBSR,2191,2,1,No,2028,8.3M,Unknown,7142082618,unknown@yahoo.com,Apartment,No,3,9,20.1097,86.4343,Rejected,13653318,Suspicious price
H6374,2024/07/17,Bhubaneswar,1191,2,2,Y,2028,13.4M,Rakesh,98765abcde,rakesh#gmail.com,Villa,Yes,3,5,20.0832,85.5708,Rejected,12247711,
H6963,10/10/21,Bhubaneshwar,2284,1,3,No,2028,14829555,Pooja,0000000000,pooja#gmail.com,House,Y,3,6,20.0179,86.0923,Approved,5358663,
H6489,2022-09-03,Cuttack,2272,Two,3,Yes,2028,14434484,Meena,0000000000,meena@gmail,Apartment,No,3,8,20.2451,85.5736,Approved,2408637,Old house
H6505,05/03/25,Bhubaneswar,2661 sqft,4,1,N,2028,9550085,Vikas,7692885545,vikas#gmail.com,Flat,Yes,G,2,19.6109,86.0173,Rejected,4832938,
H2671,2023/07/15,Puri,1805,2,1,Y,2028,9090592,Rakesh,98765abcde,rakesh@gmail,APT,No,3,7,20.4077,86.4076,Approved,9834019,Suspicious price
H0213,2023/06/27,Bhubaneswar,3328,1,1,N,2020,8361272,Vikas,8456847678,vikas@gmail,Flat,N,2,7,19.6838,85.881,Rejected,11595328,Good property
H2825,10/01/24,BBSR,805,1,2,Y,2028,2189391,Rakesh,98765abcde,rakesh@gmail,Apartment,N,1,6,20.4029,85.9203,Approved,14478444,Suspicious price
H4762,15/12/23,Bhubaneswar,3098,3,4,Y,1996,7.3M,Arun,0000000000,arun@gmail,Villa,Y,2,7,20.0465,85.505,Approved,2248183,
H3632,16/07/21,Bhubaneshwar,1324,Three,3,N,2006,13.5M,Vikas,7928259302,vikas@gmail,Apartment,No,Ground,12,19.7405,86.3215,Approved,12683672,Suspicious price
H0192,02/08/22,BBSR,2107,3,2,N,2028,12785080,Sunita,98765abcde,sunita@outlook.com,Flat,No,3,7,19.8967,86.3166,Pending,5652726,
H4112,2022-12-08,Bhubaneswar,2378 sqft,3,4,Y,2013,7860566,Rakesh,9722613624,rakesh#gmail.com,Flat,Yes,G,9,19.5056,85.8308,Pending,4884381,Good property
H6341,2020/01/05,Puri,2980,1,1,No,2028,11675012,Vikas,8723444384,vikas#gmail.com,Flat,No,Ground,3,19.5317,85.8514,Approved,6021738,Old house
H4584,26/11/21,Khordha,2215 sqft,1,2,YES,1996,3662037,Vikas,98765abcde,vikas@gmail,APT,Y,1,2,19.6427,86.1342,Pending,6198001,Good property
H5733,2024/10/31,Bhubaneshwar,526,1,1,N,2028,14043047,Rajesh,98765abcde,rajesh#gmail.com,Apartment,Y,0,15,19.702,85.5461,Pending,5122949,
H4632,2021-02-25,Cuttack,2815,4,4,Yes,2006,12029173,Meena,0000000000,meena#gmail.com,House,Yes,2,5,20.3172,86.1497,Approved,5683950,Old house
H6667,2023-09-26,Bhubaneshwar,2160 sqft,3,4,Y,2028,11524341,Amit,98765abcde,amit@gmail.com,Villa,Yes,1,12,19.8515,86.3074,Rejected,9579608,
H3745,2024-02-09,Khordha,2524,4,4,N,2021,12.3M,Unknown,0000000000,unknown@gmail,House,Y,3,3,19.5298,85.5514,Pending,4742236,Good property
H0507,2023-01-11,Bhubaneswar,3903,2,2,YES,1984,10784487,Rakesh,9468802507,rakesh#gmail.com,Flat,Y,Ground,4,19.9876,86.3039,Approved,6677347,Good property
H3808,2021/01/16,Bhubaneshwar,3931,2,1,Yes,2028,2702463,Vikas,0000000000,vikas@gmail.com,Apartment,Yes,3,10,19.537,85.7446,Rejected,11865980,Good property
H0884,2023/08/17,BBSR,786,4,2,Y,1998,10860676,Rakesh,98765abcde,rakesh@gmail,Apartment,Y,0,10,20.1125,86.443,Rejected,7538458,Suspicious price
H4317,2020/05/31,BBSR,1535,2,1,Y,2017,12.1M,Pooja,7671242206,pooja@gmail,House,N,1,5,20.3912,85.9783,Approved,14962714,Suspicious price
H1363,10/09/24,Bhubaneswar,2933,2,4,No,1992,11129610,Rakesh,7043581699,rakesh#gmail.com,House,Yes,0,15,20.1882,86.1646,Pending,13101396,Old house
H0076,23/12/23,Puri,3075,3,1,No,2028,14.5M,Vikas,98765abcde,vikas@gmail.com,Flat,N,2,12,19.8321,85.7927,Approved,6369198,
H1607,2020-03-04,Puri,3863 sqft,3,1,YES,1983,4317512,Rajesh,0000000000,rajesh#gmail.com,APT,N,3,4,19.5234,86.2936,Rejected,2746069,Suspicious price
H3494,2023-01-30,Puri,1675,3,3,No,2003,7.6M,Meena,9982533436,meena@gmail.com,Flat,No,2,10,20.4862,85.6266,Rejected,6476644,Old house
H2718,2024-03-26,Cuttack,1770,Two,2,N,1981,13942859,Meena,8151040003,meena@gmail.com,Apartment,Yes,2,7,20.0305,86.4033,Pending,9953722,
H0413,2025/04/06,Cuttack,3903,2,2,Yes,2028,13465493,Sunita,0000000000,sunita#gmail.com,House,No,2,9,20.3692,85.8197,Pending,5149428,Old house
H3881,2020/09/20,BBSR,3468,1,3,No,2028,11176117,Amit,7101729574,amit@gmail,APT,Y,2,8,19.8598,85.6796,Pending,10224795,
H3906,2021/07/03,Bhubaneswar,3383 sqft,2,4,Yes,2028,14.0M,Unknown,98765abcde,unknown#gmail.com,Apartment,Yes,2,12,20.3224,85.9524,Approved,4981936,
H1510,2023-12-10,Cuttack,651,Two,2,YES,1983,4.3M,Sunita,98765abcde,sunita@outlook.com,Villa,Yes,G,9,19.7707,85.8318,Rejected,13798819,Suspicious price
H1177,12/11/22,Cuttack,1306,Three,3,N,2028,13698745,Arun,8003791217,arun@gmail,Apartment,No,0,4,20.2477,85.5397,Rejected,5563081,
